user_id,movie_title,rating
1,1,4.27
2,1,1.09
3,1,0.41
4,1,1.62
5,1,4.34
6,1,5.0
7,1,4.14
8,1,0.05
9,1,0.06
10,1,1.37
11,1,4.35
12,1,0.46
13,1,0.02
14,1,0.74
15,1,0.02
16,1,4.33
17,1,5.0
18,1,0.53
19,1,0.84
20,1,1.56
21,1,0.49
22,1,2.56
23,1,0.84
24,1,0.27
25,1,0.76
26,1,5.0
27,1,1.57
28,1,1.55
29,1,1.55
30,1,0.84
31,1,1.55
32,1,1.27
33,1,4.39
34,1,156.00674951657845
1,2,4.09
2,2,5.0
3,2,0.39
4,2,0.91
5,2,2.39
6,2,2.77
7,2,3.93
8,2,0.86
9,2,0.05
10,2,1.26
11,2,2.41
12,2,3.39
13,2,0.83
14,2,5.0
15,2,0.01
16,2,2.36
17,2,2.84
18,2,0.45
19,2,5.0
20,2,0.01
21,2,3.39
22,2,2.41
23,2,5.0
24,2,0.24
25,2,0.72
26,2,0.1
27,2,0.86
28,2,0.83
29,2,0.83
30,2,0.79
31,2,0.83
32,2,1.21
33,2,0.55
34,2,94.17860053634557
1,3,3.83
2,3,0.98
3,3,3.35
4,3,0.99
5,3,0.14
6,3,3.02
7,3,3.64
8,3,0.03
9,3,0.04
10,3,1.11
11,3,0.16
12,3,0.38
13,3,0.0
14,3,0.63
15,3,0.0
16,3,0.07
17,3,0.29
18,3,0.34
19,3,0.73
20,3,0.91
21,3,0.4
22,3,2.21
23,3,0.73
24,3,0.2
25,3,5.0
26,3,0.06
27,3,0.03
28,3,0.0
29,3,0.0
30,3,0.71
31,3,0.0
32,3,1.11
33,3,0.52
34,3,100.9365989841915
1,4,4.19
2,4,1.18
3,4,0.47
4,4,0.1
5,4,0.2
6,4,0.22
7,4,4.05
8,4,0.07
9,4,0.06
10,4,1.31
11,4,0.28
12,4,0.44
13,4,0.01
14,4,0.72
15,4,0.02
16,4,0.18
17,4,0.42
18,4,0.5
19,4,0.82
20,4,0.04
21,4,0.56
22,4,2.49
23,4,0.82
24,4,0.26
25,4,0.74
26,4,0.61
27,4,0.07
28,4,0.02
29,4,0.02
30,4,0.82
31,4,0.04
32,4,1.25
33,4,0.63
34,4,23.65428555721373
1,5,4.23
2,5,1.08
3,5,0.41
4,5,5.0
5,5,0.2
6,5,0.22
7,5,4.09
8,5,5.0
9,5,5.0
10,5,1.33
11,5,0.22
12,5,0.45
13,5,5.0
14,5,0.73
15,5,5.0
16,5,0.12
17,5,0.36
18,5,0.52
19,5,0.83
20,5,5.0
21,5,0.48
22,5,2.52
23,5,0.98
24,5,0.26
25,5,0.96
26,5,0.63
27,5,5.0
28,5,5.0
29,5,5.0
30,5,0.83
31,5,5.0
32,5,1.26
33,5,0.57
34,5,23.819975711174152
1,6,3.87
2,6,0.99
3,6,5.0
4,6,1.48
5,6,0.14
6,6,0.17
7,6,3.68
8,6,1.44
9,6,0.04
10,6,1.13
11,6,0.16
12,6,0.38
13,6,1.42
14,6,0.64
15,6,0.0
16,6,0.07
17,6,0.41
18,6,0.36
19,6,0.74
20,6,0.0
21,6,0.41
22,6,2.25
23,6,0.86
24,6,3.98
25,6,0.84
26,6,0.52
27,6,0.03
28,6,1.42
29,6,1.42
30,6,0.72
31,6,0.0
32,6,1.13
33,6,4.05
34,6,22.143402111510778
1,7,3.4
2,7,0.87
3,7,0.26
4,7,0.06
5,7,0.08
6,7,0.09
7,7,3.14
8,7,0.0
9,7,0.02
10,7,0.88
11,7,3.63
12,7,5.0
13,7,1.28
14,7,0.5
15,7,5.0
16,7,0.0
17,7,5.0
18,7,0.17
19,7,0.61
20,7,1.29
21,7,5.0
22,7,1.89
23,7,0.72
24,7,0.14
25,7,0.7
26,7,0.38
27,7,0.0
28,7,1.44
29,7,5.0
30,7,0.72
31,7,3.75
32,7,1.1
33,7,3.75
34,7,19.937440081269592
1,8,4.05
2,8,1.03
3,8,0.37
4,8,0.1
5,8,0.17
6,8,0.19
7,8,3.89
8,8,0.04
9,8,0.05
10,8,1.23
11,8,0.2
12,8,0.42
13,8,0.86
14,8,0.68
15,8,0.56
16,8,0.1
17,8,0.46
18,8,0.44
19,8,0.78
20,8,0.01
21,8,0.44
22,8,2.38
23,8,0.92
24,8,0.24
25,8,0.9
26,8,0.9
27,8,1.07
28,8,0.64
29,8,0.86
30,8,0.91
31,8,0.64
32,8,1.34
33,8,0.64
34,8,22.96015816737384
1,9,3.03
2,9,0.76
3,9,0.19
4,9,1.86
5,9,5.0
6,9,0.02
7,9,2.7
8,9,1.82
9,9,0.0
10,9,0.68
11,9,5.0
12,9,0.38
13,9,0.59
14,9,0.39
15,9,0.36
16,9,5.0
17,9,0.25
18,9,0.0
19,9,0.51
20,9,1.81
21,9,0.23
22,9,1.61
23,9,0.76
24,9,5.0
25,9,0.74
26,9,0.61
27,9,0.84
28,9,5.0
29,9,0.68
30,9,0.61
31,9,5.0
32,9,0.98
33,9,5.0
34,9,177.16813661609524
1,10,3.57
2,10,0.91
3,10,0.29
4,10,0.07
5,10,0.1
6,10,0.11
7,10,3.33
8,10,0.01
9,10,0.03
10,10,0.98
11,10,0.12
12,10,0.51
13,10,0.74
14,10,0.54
15,10,0.47
16,10,0.03
17,10,0.36
18,10,0.23
19,10,0.65
20,10,0.14
21,10,0.81
22,10,2.15
23,10,0.92
24,10,0.26
25,10,0.9
26,10,0.77
27,10,0.96
28,10,0.58
29,10,0.77
30,10,0.77
31,10,1.09
32,10,1.17
33,10,0.97
34,10,20.735645530128004
1,11,4.18
2,11,1.07
3,11,0.4
4,11,0.1
5,11,0.2
6,11,0.22
7,11,4.04
8,11,0.04
9,11,0.06
10,11,1.31
11,11,0.21
12,11,0.66
13,11,0.91
14,11,0.72
15,11,0.58
16,11,0.11
17,11,0.48
18,11,0.49
19,11,0.96
20,11,1.09
21,11,0.98
22,11,2.59
23,11,1.11
24,11,0.35
25,11,1.08
26,11,0.93
27,11,1.12
28,11,1.12
29,11,1.25
30,11,0.97
31,11,1.25
32,11,1.39
33,11,1.11
34,11,23.598465162508578
1,12,3.68
2,12,3.94
3,12,0.31
4,12,0.7
5,12,1.81
6,12,2.07
7,12,3.46
8,12,0.64
9,12,0.94
10,12,1.04
11,12,1.76
12,12,0.55
13,12,0.77
14,12,0.57
15,12,2.67
16,12,1.95
17,12,0.96
18,12,0.45
19,12,0.82
20,12,3.58
21,12,3.92
22,12,2.22
23,12,0.96
24,12,1.92
25,12,0.93
26,12,0.8
27,12,3.59
28,12,1.01
29,12,4.0
30,12,0.81
31,12,1.12
32,12,1.21
33,12,0.99
34,12,75.24912995787042
1,13,3.14
2,13,0.79
3,13,0.2
4,13,0.05
5,13,0.1
6,13,0.03
7,13,2.82
8,13,0.56
9,13,0.77
10,13,0.75
11,13,0.12
12,13,0.41
13,13,0.63
14,13,0.42
15,13,0.65
16,13,0.85
17,13,0.79
18,13,0.22
19,13,0.68
20,13,0.85
21,13,0.7
22,13,1.83
23,13,0.79
24,13,0.74
25,13,0.77
26,13,0.65
27,13,0.89
28,13,0.98
29,13,1.09
30,13,0.65
31,13,0.98
32,13,1.02
33,13,0.97
34,13,20.685551698687654
1,14,3.26
2,14,3.77
3,14,2.25
4,14,0.66
5,14,0.06
6,14,1.97
7,14,2.96
8,14,0.59
9,14,4.21
10,14,0.8
11,14,1.73
12,14,0.44
13,14,3.73
14,14,0.46
15,14,3.45
16,14,0.88
17,14,4.15
18,14,0.32
19,14,3.75
20,14,0.89
21,14,0.73
22,14,1.95
23,14,0.82
24,14,0.77
25,14,0.81
26,14,0.68
27,14,0.91
28,14,3.45
29,14,1.01
30,14,0.68
31,14,1.01
32,14,1.06
33,14,3.44
34,14,19.24791541651547
1,15,2.91
2,15,0.73
3,15,0.17
4,15,0.04
5,15,0.0
6,15,0.0
7,15,2.56
8,15,0.51
9,15,0.71
10,15,0.61
11,15,0.03
12,15,0.34
13,15,0.74
14,15,0.51
15,15,0.83
16,15,0.79
17,15,0.73
18,15,0.28
19,15,0.61
20,15,0.81
21,15,0.64
22,15,1.69
23,15,0.73
24,15,0.67
25,15,0.71
26,15,0.57
27,15,0.83
28,15,0.83
29,15,0.93
30,15,0.57
31,15,0.93
32,15,0.94
33,15,0.82
34,15,17.625847583977038
1,16,3.43
2,16,0.87
3,16,0.26
4,16,0.06
5,16,0.08
6,16,0.09
7,16,3.17
8,16,0.63
9,16,0.87
10,16,0.89
11,16,2.4
12,16,0.48
13,16,5.0
14,16,5.0
15,16,0.95
16,16,0.92
17,16,0.88
18,16,0.73
19,16,5.0
20,16,0.93
21,16,5.0
22,16,2.07
23,16,0.88
24,16,0.81
25,16,0.85
26,16,5.0
27,16,0.95
28,16,4.49
29,16,5.0
30,16,0.73
31,16,5.0
32,16,1.13
33,16,0.94
34,16,20.063274005508656
1,17,2.93
2,17,4.92
3,17,3.04
4,17,0.04
5,17,0.01
6,17,0.98
7,17,2.58
8,17,4.38
9,17,0.71
10,17,0.62
11,17,2.37
12,17,0.5
13,17,0.93
14,17,4.93
15,17,0.84
16,17,5.0
17,17,0.73
18,17,0.54
19,17,0.63
20,17,0.82
21,17,4.93
22,17,1.72
23,17,0.73
24,17,5.0
25,17,0.72
26,17,4.93
27,17,4.43
28,17,0.84
29,17,0.93
30,17,0.57
31,17,5.0
32,17,0.94
33,17,4.42
34,17,17.723841576683345
1,18,3.0
2,18,0.75
3,18,0.18
4,18,0.04
5,18,0.02
6,18,1.02
7,18,2.66
8,18,0.53
9,18,0.74
10,18,0.67
11,18,0.04
12,18,0.51
13,18,0.95
14,18,0.53
15,18,0.85
16,18,0.91
17,18,0.76
18,18,0.58
19,18,0.65
20,18,0.83
21,18,0.68
22,18,1.77
23,18,0.75
24,18,0.69
25,18,0.74
26,18,0.61
27,18,0.86
28,18,0.85
29,18,1.23
30,18,0.59
31,18,0.97
32,18,0.98
33,18,0.84
34,18,18.066660118928866
1,19,2.9
2,19,0.72
